Benchmark,Mode,Threads,Samples,Score,Score Error (99.9%),Unit,Param: allocalot,Param: execName,Param: isVirtual,Param: queue,Param: singleshot,Param: stackDepth,Param: stackFrame,Param: threads
"""micro.Ring.trip:user-time""","""thrpt""",1,1,213.3646875,NaN,"""---""",false,default,true,sq,false,32,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,243.21445599999998,NaN,"""---""",false,default,true,sq,false,32,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,18457909.0,NaN,"""---""",false,default,true,sq,false,64,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.1055,NaN,"""---""",false,default,true,sq,false,64,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,1246808.0,NaN,"""---""",false,default,true,sq,false,64,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.007,NaN,"""---""",false,default,true,sq,false,64,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,62.475245322,NaN,"""---""",false,default,true,sq,false,64,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,205.7992515,NaN,"""---""",false,default,true,sq,false,64,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,223.8555475,NaN,"""---""",false,default,true,sq,false,64,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,16160197.0,NaN,"""---""",false,default,true,sq,false,128,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.1035,NaN,"""---""",false,default,true,sq,false,128,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,665120.5,NaN,"""---""",false,default,true,sq,false,128,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.004,NaN,"""---""",false,default,true,sq,false,128,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,63.23254859,NaN,"""---""",false,default,true,sq,false,128,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,186.2252085,NaN,"""---""",false,default,true,sq,false,128,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,179.55496499999998,NaN,"""---""",false,default,true,sq,false,128,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,16027393.0,NaN,"""---""",false,default,true,sq,false,140,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.1045,NaN,"""---""",false,default,true,sq,false,140,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,518537.5,NaN,"""---""",false,default,true,sq,false,140,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,default,true,sq,false,140,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,63.131520025,NaN,"""---""",false,default,true,sq,false,140,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,185.73189200000002,NaN,"""---""",false,default,true,sq,false,140,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,177.2515685,NaN,"""---""",false,default,true,sq,false,140,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,12028367.5,NaN,"""---""",false,default,true,sq,false,160,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.1065,NaN,"""---""",false,default,true,sq,false,160,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,110003.5,NaN,"""---""",false,default,true,sq,false,160,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.2115,NaN,"""---""",false,default,true,sq,false,160,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,63.9720559875,NaN,"""---""",false,default,true,sq,false,160,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,138.838309,NaN,"""---""",false,default,true,sq,false,160,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,112.38509099999999,NaN,"""---""",false,default,true,sq,false,160,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,9123261.0,NaN,"""---""",false,default,true,sq,false,180,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.1,NaN,"""---""",false,default,true,sq,false,180,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,40466.5,NaN,"""---""",false,default,true,sq,false,180,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.4295,NaN,"""---""",false,default,true,sq,false,180,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,64.4360572865,NaN,"""---""",false,default,true,sq,false,180,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,119.2830865,NaN,"""---""",false,default,true,sq,false,180,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,78.5804835,NaN,"""---""",false,default,true,sq,false,180,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,7822546.5,NaN,"""---""",false,default,true,sq,false,200,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.096,NaN,"""---""",false,default,true,sq,false,200,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,28926.0,NaN,"""---""",false,default,true,sq,false,200,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.356,NaN,"""---""",false,default,true,sq,false,200,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,65.01522473,NaN,"""---""",false,default,true,sq,false,200,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,118.4922205,NaN,"""---""",false,default,true,sq,false,200,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,67.557086,NaN,"""---""",false,default,true,sq,false,200,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,6244194.5,NaN,"""---""",false,default,true,sq,false,220,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.0875,NaN,"""---""",false,default,true,sq,false,220,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,17787.0,NaN,"""---""",false,default,true,sq,false,220,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.2495,NaN,"""---""",false,default,true,sq,false,220,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,65.77527027400001,NaN,"""---""",false,default,true,sq,false,220,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,108.1298725,NaN,"""---""",false,default,true,sq,false,220,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,53.9866985,NaN,"""---""",false,default,true,sq,false,220,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,3850205.5,NaN,"""---""",false,default,true,sq,false,240,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.07050000000000001,NaN,"""---""",false,default,true,sq,false,240,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,6507.5,NaN,"""---""",false,default,true,sq,false,240,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.11699999999999999,NaN,"""---""",false,default,true,sq,false,240,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,65.993652139,NaN,"""---""",false,default,true,sq,false,240,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,93.042356,NaN,"""---""",false,default,true,sq,false,240,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,33.1737005,NaN,"""---""",false,default,true,sq,false,240,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,3335452.5,NaN,"""---""",false,default,true,sq,false,256,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.0635,NaN,"""---""",false,default,true,sq,false,256,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,4604.5,NaN,"""---""",false,default,true,sq,false,256,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.0875,NaN,"""---""",false,default,true,sq,false,256,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,67.1129904925,NaN,"""---""",false,default,true,sq,false,256,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,101.2165985,NaN,"""---""",false,default,true,sq,false,256,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,29.8892835,NaN,"""---""",false,default,true,sq,false,256,1,20000
