Benchmark,Mode,Threads,Samples,Score,Score Error (99.9%),Unit,Param: allocalot,Param: execName,Param: isVirtual,Param: queue,Param: singleshot,Param: stackDepth,Param: stackFrame,Param: threads
"""micro.Ring.trip:user-time""","""thrpt""",1,1,70.412807,NaN,"""---""",false,single,true,sq,false,180,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,0.8575809999999999,NaN,"""---""",false,single,true,sq,false,180,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5865.5,NaN,"""---""",false,single,true,sq,false,200,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.16199999999999998,NaN,"""---""",false,single,true,sq,false,200,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,233.0,NaN,"""---""",false,single,true,sq,false,200,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.006500000000000001,NaN,"""---""",false,single,true,sq,false,200,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,63.516531873000005,NaN,"""---""",false,single,true,sq,false,200,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,70.189582,NaN,"""---""",false,single,true,sq,false,200,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,0.963584,NaN,"""---""",false,single,true,sq,false,200,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,3787.5,NaN,"""---""",false,single,true,sq,false,220,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.1135,NaN,"""---""",false,single,true,sq,false,220,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,169.5,NaN,"""---""",false,single,true,sq,false,220,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.005,NaN,"""---""",false,single,true,sq,false,220,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,63.8911706445,NaN,"""---""",false,single,true,sq,false,220,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,68.530971,NaN,"""---""",false,single,true,sq,false,220,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,0.7004545,NaN,"""---""",false,single,true,sq,false,220,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,8920.5,NaN,"""---""",false,single,true,sq,false,240,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.216,NaN,"""---""",false,single,true,sq,false,240,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,362.0,NaN,"""---""",false,single,true,sq,false,240,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.0085,NaN,"""---""",false,single,true,sq,false,240,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,65.1516380395,NaN,"""---""",false,single,true,sq,false,240,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,76.155469,NaN,"""---""",false,single,true,sq,false,240,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,1.3900525,NaN,"""---""",false,single,true,sq,false,240,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,8188.0,NaN,"""---""",false,single,true,sq,false,256,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.20900000000000002,NaN,"""---""",false,single,true,sq,false,256,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,262.0,NaN,"""---""",false,single,true,sq,false,256,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.006500000000000001,NaN,"""---""",false,single,true,sq,false,256,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,65.212658388,NaN,"""---""",false,single,true,sq,false,256,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,74.78609399999999,NaN,"""---""",false,single,true,sq,false,256,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,1.3712315,NaN,"""---""",false,single,true,sq,false,256,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5689675.5,NaN,"""---""",false,cached,false,sq,false,1,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.023,NaN,"""---""",false,cached,false,sq,false,1,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,484730.5,NaN,"""---""",false,cached,false,sq,false,1,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.002,NaN,"""---""",false,cached,false,sq,false,1,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,265.6169432875,NaN,"""---""",false,cached,false,sq,false,1,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,222.2761395,NaN,"""---""",false,cached,false,sq,false,1,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,99.8389645,NaN,"""---""",false,cached,false,sq,false,1,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5545614.5,NaN,"""---""",false,cached,false,sq,false,32,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.0225,NaN,"""---""",false,cached,false,sq,false,32,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,539188.0,NaN,"""---""",false,cached,false,sq,false,32,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.002,NaN,"""---""",false,cached,false,sq,false,32,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,269.175305621,NaN,"""---""",false,cached,false,sq,false,32,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,228.444051,NaN,"""---""",false,cached,false,sq,false,32,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,99.68154100000001,NaN,"""---""",false,cached,false,sq,false,32,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5410823.0,NaN,"""---""",false,cached,false,sq,false,64,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,cached,false,sq,false,64,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,546031.0,NaN,"""---""",false,cached,false,sq,false,64,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.002,NaN,"""---""",false,cached,false,sq,false,64,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,274.329426747,NaN,"""---""",false,cached,false,sq,false,64,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,234.22164049999998,NaN,"""---""",false,cached,false,sq,false,64,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,101.49099100000001,NaN,"""---""",false,cached,false,sq,false,64,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5388859.5,NaN,"""---""",false,cached,false,sq,false,128,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,cached,false,sq,false,128,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,507511.0,NaN,"""---""",false,cached,false,sq,false,128,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.002,NaN,"""---""",false,cached,false,sq,false,128,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,270.195579335,NaN,"""---""",false,cached,false,sq,false,128,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,235.97172999999998,NaN,"""---""",false,cached,false,sq,false,128,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,98.7580035,NaN,"""---""",false,cached,false,sq,false,128,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5395929.0,NaN,"""---""",false,cached,false,sq,false,140,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,cached,false,sq,false,140,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,488016.0,NaN,"""---""",false,cached,false,sq,false,140,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.002,NaN,"""---""",false,cached,false,sq,false,140,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,273.884415255,NaN,"""---""",false,cached,false,sq,false,140,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,239.193026,NaN,"""---""",false,cached,false,sq,false,140,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,100.31080800000001,NaN,"""---""",false,cached,false,sq,false,140,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5359739.0,NaN,"""---""",false,cached,false,sq,false,160,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,cached,false,sq,false,160,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,513294.0,NaN,"""---""",false,cached,false,sq,false,160,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.002,NaN,"""---""",false,cached,false,sq,false,160,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,273.205526467,NaN,"""---""",false,cached,false,sq,false,160,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,239.2303935,NaN,"""---""",false,cached,false,sq,false,160,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,99.6818375,NaN,"""---""",false,cached,false,sq,false,160,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5125045.0,NaN,"""---""",false,cached,false,sq,false,180,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.0195,NaN,"""---""",false,cached,false,sq,false,180,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,548200.0,NaN,"""---""",false,cached,false,sq,false,180,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.002,NaN,"""---""",false,cached,false,sq,false,180,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,275.95892537,NaN,"""---""",false,cached,false,sq,false,180,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,242.968834,NaN,"""---""",false,cached,false,sq,false,180,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,101.78989949999999,NaN,"""---""",false,cached,false,sq,false,180,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5299673.5,NaN,"""---""",false,cached,false,sq,false,200,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.02,NaN,"""---""",false,cached,false,sq,false,200,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,639606.5,NaN,"""---""",false,cached,false,sq,false,200,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.0025,NaN,"""---""",false,cached,false,sq,false,200,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,273.28599526799997,NaN,"""---""",false,cached,false,sq,false,200,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,241.05524,NaN,"""---""",false,cached,false,sq,false,200,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,97.454263,NaN,"""---""",false,cached,false,sq,false,200,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5399447.0,NaN,"""---""",false,cached,false,sq,false,220,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,cached,false,sq,false,220,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,688824.0,NaN,"""---""",false,cached,false,sq,false,220,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,cached,false,sq,false,220,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,266.9727003695,NaN,"""---""",false,cached,false,sq,false,220,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,234.5255965,NaN,"""---""",false,cached,false,sq,false,220,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,95.81032200000001,NaN,"""---""",false,cached,false,sq,false,220,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5386354.5,NaN,"""---""",false,cached,false,sq,false,240,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,cached,false,sq,false,240,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,673881.0,NaN,"""---""",false,cached,false,sq,false,240,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.0025,NaN,"""---""",false,cached,false,sq,false,240,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,268.2589880475,NaN,"""---""",false,cached,false,sq,false,240,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,236.49159600000002,NaN,"""---""",false,cached,false,sq,false,240,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,95.921115,NaN,"""---""",false,cached,false,sq,false,240,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5399806.0,NaN,"""---""",false,cached,false,sq,false,256,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.021,NaN,"""---""",false,cached,false,sq,false,256,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,656801.0,NaN,"""---""",false,cached,false,sq,false,256,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.0025,NaN,"""---""",false,cached,false,sq,false,256,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,266.7603640115,NaN,"""---""",false,cached,false,sq,false,256,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,236.017393,NaN,"""---""",false,cached,false,sq,false,256,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,95.9660885,NaN,"""---""",false,cached,false,sq,false,256,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,9086412.0,NaN,"""---""",false,cached,true,sq,false,1,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.17099999999999999,NaN,"""---""",false,cached,true,sq,false,1,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,78061.5,NaN,"""---""",false,cached,true,sq,false,1,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.001,NaN,"""---""",false,cached,true,sq,false,1,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,64.864400767,NaN,"""---""",false,cached,true,sq,false,1,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,60.936597000000006,NaN,"""---""",false,cached,true,sq,false,1,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,101.649975,NaN,"""---""",false,cached,true,sq,false,1,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,8580848.5,NaN,"""---""",false,cached,true,sq,false,32,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.1525,NaN,"""---""",false,cached,true,sq,false,32,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,78540.0,NaN,"""---""",false,cached,true,sq,false,32,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.001,NaN,"""---""",false,cached,true,sq,false,32,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,65.4308358855,NaN,"""---""",false,cached,true,sq,false,32,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,69.36615599999999,NaN,"""---""",false,cached,true,sq,false,32,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,93.7173295,NaN,"""---""",false,cached,true,sq,false,32,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,8175171.0,NaN,"""---""",false,cached,true,sq,false,64,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.1455,NaN,"""---""",false,cached,true,sq,false,64,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,78333.5,NaN,"""---""",false,cached,true,sq,false,64,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.001,NaN,"""---""",false,cached,true,sq,false,64,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,65.375304473,NaN,"""---""",false,cached,true,sq,false,64,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,73.90655849999999,NaN,"""---""",false,cached,true,sq,false,64,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,87.129647,NaN,"""---""",false,cached,true,sq,false,64,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,8104163.0,NaN,"""---""",false,cached,true,sq,false,128,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.14,NaN,"""---""",false,cached,true,sq,false,128,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,76411.5,NaN,"""---""",false,cached,true,sq,false,128,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.001,NaN,"""---""",false,cached,true,sq,false,128,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,66.1470032135,NaN,"""---""",false,cached,true,sq,false,128,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,78.946395,NaN,"""---""",false,cached,true,sq,false,128,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,82.935472,NaN,"""---""",false,cached,true,sq,false,128,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,8050592.0,NaN,"""---""",false,cached,true,sq,false,140,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.137,NaN,"""---""",false,cached,true,sq,false,140,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,77519.0,NaN,"""---""",false,cached,true,sq,false,140,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.001,NaN,"""---""",false,cached,true,sq,false,140,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,66.219737527,NaN,"""---""",false,cached,true,sq,false,140,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,80.7449745,NaN,"""---""",false,cached,true,sq,false,140,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,81.194992,NaN,"""---""",false,cached,true,sq,false,140,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,7720659.5,NaN,"""---""",false,cached,true,sq,false,160,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.131,NaN,"""---""",false,cached,true,sq,false,160,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,75308.5,NaN,"""---""",false,cached,true,sq,false,160,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.001,NaN,"""---""",false,cached,true,sq,false,160,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,66.616594972,NaN,"""---""",false,cached,true,sq,false,160,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,81.85291050000001,NaN,"""---""",false,cached,true,sq,false,160,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,77.841112,NaN,"""---""",false,cached,true,sq,false,160,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,6814057.0,NaN,"""---""",false,cached,true,sq,false,180,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.11149999999999999,NaN,"""---""",false,cached,true,sq,false,180,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,77092.0,NaN,"""---""",false,cached,true,sq,false,180,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.001,NaN,"""---""",false,cached,true,sq,false,180,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,67.1801110955,NaN,"""---""",false,cached,true,sq,false,180,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,86.08979550000001,NaN,"""---""",false,cached,true,sq,false,180,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,70.6673425,NaN,"""---""",false,cached,true,sq,false,180,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,6787332.5,NaN,"""---""",false,cached,true,sq,false,200,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.1135,NaN,"""---""",false,cached,true,sq,false,200,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,77553.5,NaN,"""---""",false,cached,true,sq,false,200,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.001,NaN,"""---""",false,cached,true,sq,false,200,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,67.63470776899999,NaN,"""---""",false,cached,true,sq,false,200,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,85.8196035,NaN,"""---""",false,cached,true,sq,false,200,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,66.5334895,NaN,"""---""",false,cached,true,sq,false,200,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,6038080.5,NaN,"""---""",false,cached,true,sq,false,220,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.101,NaN,"""---""",false,cached,true,sq,false,220,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,77104.0,NaN,"""---""",false,cached,true,sq,false,220,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.001,NaN,"""---""",false,cached,true,sq,false,220,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,67.6592301265,NaN,"""---""",false,cached,true,sq,false,220,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,89.65012949999999,NaN,"""---""",false,cached,true,sq,false,220,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,60.0298415,NaN,"""---""",false,cached,true,sq,false,220,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5991145.5,NaN,"""---""",false,cached,true,sq,false,240,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.097,NaN,"""---""",false,cached,true,sq,false,240,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,78831.0,NaN,"""---""",false,cached,true,sq,false,240,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.001,NaN,"""---""",false,cached,true,sq,false,240,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,69.0934525955,NaN,"""---""",false,cached,true,sq,false,240,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,92.9125485,NaN,"""---""",false,cached,true,sq,false,240,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,57.308426499999996,NaN,"""---""",false,cached,true,sq,false,240,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5917295.0,NaN,"""---""",false,cached,true,sq,false,256,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.098,NaN,"""---""",false,cached,true,sq,false,256,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,83941.0,NaN,"""---""",false,cached,true,sq,false,256,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.001,NaN,"""---""",false,cached,true,sq,false,256,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,69.029674871,NaN,"""---""",false,cached,true,sq,false,256,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,89.254829,NaN,"""---""",false,cached,true,sq,false,256,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,56.556449,NaN,"""---""",false,cached,true,sq,false,256,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5769664.5,NaN,"""---""",false,fjp,false,sq,false,1,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.0235,NaN,"""---""",false,fjp,false,sq,false,1,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,668909.5,NaN,"""---""",false,fjp,false,sq,false,1,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,fjp,false,sq,false,1,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,263.264047818,NaN,"""---""",false,fjp,false,sq,false,1,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,219.8394845,NaN,"""---""",false,fjp,false,sq,false,1,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,96.363099,NaN,"""---""",false,fjp,false,sq,false,1,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5732241.5,NaN,"""---""",false,fjp,false,sq,false,32,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.023,NaN,"""---""",false,fjp,false,sq,false,32,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,676157.0,NaN,"""---""",false,fjp,false,sq,false,32,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,fjp,false,sq,false,32,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,264.790292659,NaN,"""---""",false,fjp,false,sq,false,32,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,223.65239250000002,NaN,"""---""",false,fjp,false,sq,false,32,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,95.881229,NaN,"""---""",false,fjp,false,sq,false,32,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5752257.0,NaN,"""---""",false,fjp,false,sq,false,64,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.023,NaN,"""---""",false,fjp,false,sq,false,64,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,671282.0,NaN,"""---""",false,fjp,false,sq,false,64,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,fjp,false,sq,false,64,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,266.4274063225,NaN,"""---""",false,fjp,false,sq,false,64,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,225.9686625,NaN,"""---""",false,fjp,false,sq,false,64,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,97.123829,NaN,"""---""",false,fjp,false,sq,false,64,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5484400.0,NaN,"""---""",false,fjp,false,sq,false,128,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.022,NaN,"""---""",false,fjp,false,sq,false,128,1,20000
"""micro.Ring.trip:cpu-migrations-raw""","""thrpt""",1,1,682383.0,NaN,"""---""",false,fjp,false,sq,false,128,1,20000
"""micro.Ring.trip:cpu-migrations-rate""","""thrpt""",1,1,0.003,NaN,"""---""",false,fjp,false,sq,false,128,1,20000
"""micro.Ring.trip:real-time""","""thrpt""",1,1,263.849819682,NaN,"""---""",false,fjp,false,sq,false,128,1,20000
"""micro.Ring.trip:user-time""","""thrpt""",1,1,228.8784475,NaN,"""---""",false,fjp,false,sq,false,128,1,20000
"""micro.Ring.trip:sys-time""","""thrpt""",1,1,94.8642895,NaN,"""---""",false,fjp,false,sq,false,128,1,20000
"""micro.Ring.trip:context-switches-raw""","""thrpt""",1,1,5442804.0,NaN,"""---""",false,fjp,false,sq,false,140,1,20000
"""micro.Ring.trip:context-switches-rate""","""thrpt""",1,1,0.022,NaN,"""---""",false,fjp,false,sq,false,140,1,20000
